"","Y","X1","X2","X3","X4","X5","X6","Lat","Longi"
"686",11.8277362,20.26,57,3,0,0,0.022007008,37.973528,-121.318176
"687",11.73566894,18.77,20,3,0,0,0.040661052,38.037224,-121.322304
"688",11.65225253,11.01,48,3,0,0,0.029360069,38.009128,-121.323768
"689",11.8702502,17.7,45,4,0,0,0.025113187,38.016252,-121.331
"690",11.84904049,15.22,38,3,0,0,0.01269447,38.015628,-121.34404
"691",11.76756768,12.9,83,2,1,0,0.033329578,37.970924,-121.305088
"692",11.66564655,13,39,3,0,0,0.046004218,38.001784,-121.3032
"693",12.38002595,26.17,21,5,0,0,0.007438036,38.011304,-121.363928
"694",11.70354582,14.61,18,3,1,1,0.0155888,37.984248,-121.329088
"695",11.89818787,21.17,22,3,0,0,0.019463368,37.994468,-121.328808
"696",11.22390917,10.1,50,3,1,0,0.019806162,37.977612,-121.322072
"697",11.77143616,17,14,3,0,0,0.01538771,38.033028,-121.347736
"698",12.40901349,22.42,8,3,0,0,0.012201557,37.980828,-121.357504
"699",11.58524613,11.87,73,2,0,0,0.028375831,37.964976,-121.308136
"700",11.9511804,17.21,19,3,0,0,0.001750213,37.983656,-121.3474
"701",12.43916653,25.15,74,5,1,1,0.03252929,37.973868,-121.307056
"702",11.6784399,16.98,20,3,0,0,0.025747597,38.039408,-121.339072
"703",11.7905572,18.9,9,4,1,0,0.06458091,38.012292,-121.287312
"704",11.71177632,15,24,3,0,1,0.012169933,38.027524,-121.349096
"705",11.57119437,10.74,81,2,0,1,0.034853493,37.971128,-121.303536
"706",11.62177987,15.52,19,3,0,1,0.00719946,38.033596,-121.356704
"707",11.48760766,10.4,73,2,1,0,0.035397928,37.969916,-121.302496
"708",11.54248427,15.35,79,2,0,1,0.034033961,37.96502,-121.302104
"709",11.60823564,10.56,37,3,1,0,0.108861297,38.0475,-121.25328
"710",11.53761808,14.42,27,3,1,0,0.048393428,38.024908,-121.309384
"711",11.28915672,11.62,51,2,0,0,0.023783534,37.963332,-121.312424
"712",11.65268741,13.1,5,3,0,1,0.090226117,38.02188,-121.26352
"713",11.38509209,11.53,23,3,0,0,0.049927688,38.024612,-121.307632
"714",12.33929149,20.68,34,4,0,1,0.021916033,37.964884,-121.361864
"715",11.76368418,16.04,9,3,0,0,0.059655993,38.013052,-121.292864
"716",11.68687877,14.16,62,3,1,0,0.036941603,37.975892,-121.303104
"717",11.73606902,16.42,24,3,0,0,0.032321337,38.030356,-121.328624
"718",11.58524613,16.24,39,2,0,0,0.043521861,38.001028,-121.305568
"719",11.28978191,11.2,75,2,1,0,0.01510644,37.958664,-121.319936
"720",11.71095632,16.44,21,3,0,0,0.03819011,38.029768,-121.322128
"721",11.46163217,12.01,52,3,0,0,0.017943868,37.970904,-121.321528
"722",11.15625052,10.54,42,3,1,0,0.077188129,37.957368,-121.25308
"723",11.51242534,12.29,51,3,0,0,0.012945288,37.974356,-121.328176
"724",11.16542261,7.12,63,2,1,1,0.073842925,37.983556,-121.266552
"725",11.96718074,22.38,18,4,0,0,0.017326357,38.03214,-121.345328
"726",11.72803684,12.35,43,4,0,0,0.020282314,38.01876,-121.337112
"727",11.76756768,16.01,39,4,0,0,0.044839651,37.999548,-121.3036
"728",11.20504069,9.6,24,3,1,0,0.052637379,38.013224,-121.300432
"729",11.62625415,15.63,8,3,0,0,0.053889541,38.028876,-121.305008
"730",11.27720313,11.39,48,2,1,0,0.010726269,37.977076,-121.331576
"731",11.55214618,17,40,4,1,1,0.028386487,37.98334,-121.315064
"732",12.04325956,20.83,51,4,0,0,0.027129979,38.023016,-121.3314
"733",11.99380721,18.64,60,3,1,0,0.03504465,37.975416,-121.304952
"734",12.00456827,18.67,13,3,0,0,0.012418235,38.039828,-121.35348
"735",11.73206099,11.88,15,2,1,0,0.000334345,37.996532,-121.350752
"736",11.82114519,16.78,68,3,0,0,0.038721819,37.979912,-121.30272
"737",11.47210347,15.45,23,3,0,0,0.008833213,38.024224,-121.351416
"738",11.35040654,14.58,19,3,0,1,0.056096008,38.028788,-121.302616
"739",11.68266824,11.21,52,2,0,0,0.026654551,37.968596,-121.311344
"740",11.70354582,13.45,44,3,1,0,0.015522724,38.006756,-121.337664
"741",11.54151292,17.97,50,3,1,1,0.018834649,37.977764,-121.323168
"742",11.6784399,16.53,37,3,0,0,0.010026576,38.01892,-121.348136
"743",11.13458902,9.71,79,2,0,0,0.047335492,37.97788,-121.292744
"744",11.73606902,12.78,43,3,0,0,0.021393117,38.019616,-121.336248
"745",11.62625415,15.51,21,3,0,0,0.036516801,38.037652,-121.326896
"746",11.58058411,16.08,37,3,0,0,0.048034978,38.000712,-121.300624
"747",12.04355372,26.78,9,5,0,0,0.053666105,38.030488,-121.305856
"748",11.27657002,8.16,64,2,1,0,0.019303938,37.968972,-121.319344
"749",11.38509209,9.48,48,2,0,0,0.012531108,37.977736,-121.329896
"750",11.5228758,10,39,3,0,1,0.014481307,38.019328,-121.343528
"751",11.15625052,10.82,49,2,0,0,0.076684354,37.963776,-121.25604
"752",11.8493977,23.89,30,5,1,1,0.033184184,38.026848,-121.326376
"753",11.66992921,13.53,62,2,1,1,0.034120935,37.97022,-121.303976
"754",12.10071213,22.69,11,4,0,1,0.009679093,38.039764,-121.356384
"755",11.7905572,11.67,70,2,1,1,0.033384446,37.969936,-121.304656
"756",11.86358234,14.03,61,2,0,0,0.035101277,37.975428,-121.304896
"757",11.35627165,12.31,24,3,0,0,0.069370951,38.0323,-121.289752
"758",11.53272809,9.02,15,2,1,1,0.002976132,38.018888,-121.362024
"759",11.91170158,15.7,28,3,1,0,0.000122288,38.000244,-121.351928
"760",11.43171541,14.05,25,3,1,1,0.003511186,38.007784,-121.3584
"761",11.58524613,14.44,9,3,1,0,0.074973213,38.024628,-121.280864
"762",11.8913619,18.66,19,4,0,0,0.020247241,38.038032,-121.344432
"763",11.92171836,19.02,62,3,0,0,0.033601572,38.023096,-121.324512
"764",11.41861479,11.03,42,3,0,1,0.007042099,37.969808,-121.332768
"765",11.58058411,15.6,17,3,1,1,0.015914247,38.030728,-121.346304
"766",11.70354582,14.14,34,3,0,0,0.011031369,38.015496,-121.345768
"767",11.50287513,12.04,27,3,1,1,0.001255749,38.007644,-121.355936
"768",11.77528973,18.32,24,4,0,0,0.037807657,38.03364,-121.324
"769",11.25544923,9.57,46,2,1,1,0.018076744,38.003036,-121.333528
"770",12.27839331,20.64,17,3,0,1,0.012740716,37.996684,-121.336832
"771",11.65355659,14.39,23,3,0,0,0.012374299,38.025604,-121.348152
"772",11.15610765,9.96,48,2,1,1,0.005079588,37.960276,-121.331264
"773",11.69524702,13,62,2,0,1,0.027804634,37.970664,-121.310896
"774",11.86358234,18,9,4,0,0,0.053441875,38.029028,-121.305544
"775",11.38452375,9.57,46,2,1,0,0.017868102,38.00198,-121.333352
"776",11.71177632,15.06,40,3,1,1,0.024642794,38.017864,-121.332112
"777",11.6784399,15.99,74,2,1,1,0.032891516,37.969997,-121.305206
"778",12.95984445,34.47,19,3,1,0,0.009484142,37.991536,-121.338368
"779",11.9511804,16.76,35,3,0,0,0.000597613,38.003572,-121.352416
"780",11.62580762,13.19,37,3,0,0,0.046461162,38.000388,-121.302184
"781",11.81303006,12.17,5,3,0,0,0.004802767,37.990348,-121.353192
"782",11.4295982,12.15,21,3,1,0,0.072100575,38.029352,-121.28572
"783",11.00209984,10.14,48,3,1,1,0.042999118,37.987376,-121.300968
"784",12.1281111,23,22,4,0,0,0.018595004,37.99506,-121.32996
"785",11.88379913,22.93,20,4,0,0,0.018260245,38.032432,-121.34444
"786",12.34147728,21.4,38,3,0,0,0.004349893,38.004004,-121.348568
"787",11.62625415,16.01,38,3,1,1,0.011382853,37.965276,-121.350752
"788",11.38361373,10.23,48,3,0,0,0.000808496,37.970188,-121.341304
"789",11.81303006,15.57,39,3,0,0,0.014984083,38.020708,-121.343512
"790",11.93147131,17.66,8,3,1,1,0.000595302,38.04108,-121.366592
"791",11.27720313,11.93,45,2,1,1,0.058782524,37.986404,-121.283728
"792",11.8913619,19,41,3,0,1,0.018149165,38.020368,-121.34
"793",11.43496392,9.9,75,2,0,1,0.034504595,37.967664,-121.3026
"794",11.51242534,11.04,47,3,0,1,0.042878278,38.006236,-121.308224
"795",11.88793137,16.4,3,4,0,1,0.069109131,38.009944,-121.281584
"796",11.86182022,21.86,9,4,1,1,0.006949158,38.029056,-121.355256
"797",12.18586994,17.75,35,3,0,1,0.106898303,38.039004,-121.252168
"798",11.73606902,13.28,19,3,0,1,0.007478454,37.980908,-121.336496
"799",12.15451616,23.05,25,3,0,0,0.000800875,38.002008,-121.35332
"800",11.81672692,20.13,24,4,0,0,0.008392237,38.02738,-121.35308
"801",12.27839331,21.71,24,2,0,0,0.043285837,38.052652,-121.325328
"802",11.31447453,11.63,50,3,0,0,0.010176419,37.972112,-121.330288
"803",12.57418197,28.41,27,4,0,1,0.007677026,37.995512,-121.358216
"804",11.72399644,16.78,10,3,1,1,0.064840661,38.014784,-121.287976
"805",11.42954386,11.87,21,3,1,0,0.018878998,37.971136,-121.320616
"806",12.25486281,21.27,50,2,0,0,0.027179846,37.96896,-121.31092
"807",11.97665948,25.47,3,5,0,0,0.05203249,38.033488,-121.308736
"808",11.32659589,10.4,17,3,0,0,0.074174339,38.03018,-121.283816
"809",12.07823927,20.77,9,4,0,1,0.06409993,38.011884,-121.287672
"810",11.40756495,12.3,74,2,0,1,0.041876245,37.97336,-121.296872
"811",12.80765263,32.33,6,4,0,0,0.01286797,37.978604,-121.357376
"812",11.90834024,14.52,37,3,0,1,0.00642207,38.003028,-121.345984
"813",11.62625415,16.64,52,3,0,1,0.016234038,37.96558,-121.321344
"814",12.41714362,21,19,3,0,1,0.013102339,37.989768,-121.333832
"815",11.40700924,12.54,45,3,0,0,0.01190063,38.002564,-121.339952
"816",12.4292162,22.33,61,3,0,0,0.031717207,37.972608,-121.307448
"817",11.97665948,22.73,9,3,0,0,0.061758725,37.998592,-121.285152
"818",11.72318639,14.34,46,3,0,0,0.010350403,37.964132,-121.349216
"819",11.60823564,12.24,40,3,0,0,0.024729665,38.01938,-121.332592
"820",11.28853113,13.21,45,3,1,0,0.007721272,37.976768,-121.334672
"821",12.44114477,35.57,19,6,1,1,0.011655674,38.008624,-121.367424
"822",11.58058411,16.42,31,3,0,0,0.045999218,38.02944,-121.313656
"823",11.14186178,11.18,45,3,0,0,0.069649152,37.97654,-121.268384
"824",11.96718074,16.77,46,3,0,1,0.028074179,38.01724,-121.328208
"825",11.69524702,15.9,17,3,1,1,0.038463896,38.0399,-121.325664
"826",11.6784399,13.18,24,3,0,0,0.005847563,37.965036,-121.344744
"827",11.99843328,17,17,3,0,0,0.00275304,37.978956,-121.346696
"828",11.45423647,13.14,49,3,1,1,0.029628717,38.021172,-121.328032
"829",11.68687877,14.27,11,3,0,0,0.004098281,38.036996,-121.361304
"830",11.77528973,19.89,22,4,1,1,0.006331406,38.0192,-121.352192
"831",12.25486281,21.24,18,4,1,1,0.011320019,37.983752,-121.333464
"832",11.32055357,11.07,48,2,0,1,0.01096143,37.976344,-121.331048
"833",11.33857208,11.05,52,2,1,0,0.022243411,37.967528,-121.315656
"834",11.33857208,13.54,75,2,1,1,0.027182812,37.959992,-121.307528
"835",11.43496392,9.58,53,2,0,0,0.013671776,37.964852,-121.323808
"836",11.67419361,11.18,49,3,0,0,0.028609096,38.010412,-121.325056
"837",11.73566894,16.95,20,3,0,0,0.035912118,38.040112,-121.328472
"838",11.45105006,12.49,21,3,0,0,0.072856618,38.0237,-121.282776
"839",11.7745202,16.45,9,4,1,0,0.076179854,38.027724,-121.280744
"840",11.32659589,9.39,48,2,0,0,0.021078361,38.00452,-121.33088
"841",11.56171563,11.96,28,4,0,0,0.035420551,38.0264,-121.323816
"842",12.23076526,21.23,20,4,0,0,0.008191768,37.982312,-121.336264
"843",11.96400108,16.16,52,3,1,1,0.02729003,37.974268,-121.312808
"844",12.15477935,22.62,9,4,0,0,0.000914645,38.033908,-121.365496
"845",11.99843328,17.58,51,2,1,0,0.028723763,38.01044,-121.324944
"846",12.09514108,25.33,1,4,0,0,0.023984623,38.053072,-121.34612
"847",11.47210347,12.79,77,2,0,0,0.025752011,37.95876,-121.308592
"848",11.56171563,15.48,14,3,0,1,0.020553997,38.030368,-121.341208
"849",11.95440101,17.96,5,4,0,0,0.001452769,38.036768,-121.367152
"850",11.72803684,15.38,16,4,0,1,0.019433089,38.02906,-121.341912
"851",11.28978191,9.6,16,3,0,1,0.049264586,37.996188,-121.2976
"852",11.450518,10.64,0,3,1,1,0.079082323,37.98286,-121.260688
"853",11.28978191,9.6,16,3,0,1,0.049245963,37.99622,-121.297632
"854",11.56646623,13.5,34,3,0,0,0.047006183,38.015712,-121.307392
"855",11.26446411,9.6,70,2,0,0,0.065134484,37.973676,-121.272128
"856",11.92503512,20,9,4,1,0,0.061488628,38.010488,-121.289936
"857",11.76368418,13.92,36,3,1,1,0.002484909,38.002092,-121.355152
"858",11.2245765,9.86,71,2,1,0,0.046004184,37.978856,-121.294536
"859",11.54248427,10.42,6,3,0,1,0.053080942,38.030992,-121.306672
"860",11.83500896,14.65,3,3,0,0,0.030195465,38.046296,-121.33692
"861",11.34805082,14.16,75,2,0,1,0.028570264,37.956592,-121.30476
"862",11.8277362,17.3,21,3,0,0,0.037965466,38.029196,-121.322152
"863",11.74403719,16.44,19,3,0,0,0.037495349,38.042368,-121.327632
"864",11.39075783,11.55,20,3,0,0,0.074948659,38.033916,-121.2844
"865",11.35040654,11.88,43,3,1,1,0.045308527,38.009872,-121.307
"866",11.27720313,11.18,76,2,1,0,0.030548915,37.956664,-121.302672
"867",11.22524339,10.64,42,3,0,1,0.00781535,37.96412,-121.329792
"868",11.16336799,11.23,59,2,0,1,0.059288576,37.974244,-121.278592
"869",11.55214618,12.66,74,2,0,0,0.036895081,37.970256,-121.301024
"870",11.91839057,18.85,9,4,0,0,0.061379997,38.016172,-121.2922
"871",11.66992921,16.87,22,3,1,0,0.004337719,38.027088,-121.357304
"872",11.3707857,12.28,21,3,0,1,0.074016184,38.035364,-121.285944
"873",11.27720313,11.2,21,3,0,1,0.07095532,38.029076,-121.28684
"874",11.15625052,10.49,56,2,0,0,0.075349597,37.969548,-121.259648
"875",11.84904049,21.84,21,4,0,1,0.032585433,38.03828,-121.331336
"876",12.60115066,29.04,2,4,0,1,0.023742012,37.976168,-121.36808
"877",11.68687877,18.22,41,3,1,0,0.018116231,38.019428,-121.33968
"878",11.56171563,11.53,58,2,0,1,0.033965264,37.970944,-121.304416
"879",12.02574909,17.45,44,3,1,1,0.014721401,38.004976,-121.337848
"880",11.1844214,11.62,81,2,1,0,0.045874929,37.980184,-121.295176
"881",11.84222921,14.93,3,3,0,1,0.005354064,37.990228,-121.353736
"882",11.10495723,7,73,2,0,1,0.061429346,37.97234,-121.275584
"883",11.7977284,18.77,17,3,0,0,0.041427682,38.040536,-121.322736
"884",11.99535161,14.52,39,3,0,1,0.0080651,38.000224,-121.343168
"885",11.29694371,11.12,37,3,1,0,0.041646256,38.01594,-121.313208
"886",11.81303006,15.52,12,3,0,0,0.015034847,38.0333,-121.348216
"887",11.91839057,18.76,45,3,0,0,0.025453291,38.025132,-121.333992
"888",11.47729829,12.7,51,2,0,1,0.020544306,37.970872,-121.318736
"889",11.53761808,17.46,32,4,1,0,0.046724361,38.018048,-121.308576
"890",12.32607544,25.64,44,3,0,0,0.022261447,37.963928,-121.361872
"891",11.91839057,17.66,4,3,1,0,0.013588458,38.056836,-121.358656
"892",11.6784399,15.33,10,3,0,1,0.063589395,38.007624,-121.286608
"893",11.65268741,19.01,33,4,0,0,0.047981869,38.014852,-121.306024
"894",11.97571564,26.27,23,5,0,0,0.005998337,38.011716,-121.34972
"895",11.89818787,14.28,6,3,0,1,0.014269458,38.0551,-121.357272
"896",12.31268238,21.58,27,4,0,1,0.00701151,37.997924,-121.358416
"897",11.8913619,21.34,21,4,0,0,0.037954154,38.029164,-121.322152
"898",11.77528973,19.84,19,4,1,1,0.00572762,38.032756,-121.35796
"899",11.77528973,20.41,74,5,0,1,0.041373504,37.973208,-121.297352
"900",12.5776362,28.19,16,4,0,0,0.011077753,37.996256,-121.338448
"901",11.70064907,14.47,26,3,1,0,0.020538961,38.027912,-121.340296
"902",11.62401951,16.88,11,3,0,1,0.071145788,38.026164,-121.285536
"903",11.30220443,11.43,18,3,1,0,0.076590689,38.03022,-121.281248
"904",11.31447453,10.12,49,4,1,0,0.015630114,37.977696,-121.326568
"905",12.07254125,22.1,14,4,0,1,0.020110641,38.038196,-121.34464
"906",11.68687877,15.02,3,4,0,1,0.06963822,38.007376,-121.280048
"907",11.65268741,15.52,22,3,0,0,0.031139872,38.036604,-121.332248
"908",12.20607265,17,17,3,0,1,0.009849179,37.995956,-121.339648
"909",11.49272276,14.9,24,3,1,1,0.006069586,38.028092,-121.355832
"910",10.858999,7.18,51,1,1,1,0.044177239,37.973984,-121.294648
"911",11.84222921,16.9,3,4,0,1,0.068138618,38.007516,-121.281704
"912",12.04941884,19.9,33,3,0,1,0.021301384,38.015948,-121.33496
"913",11.58524613,14.52,25,3,1,1,0.014677741,38.026616,-121.346072
"914",11.69940503,15.18,9,3,0,1,0.014462719,38.03274,-121.348616
"915",11.5228758,13.51,48,3,0,1,0.004492218,37.965864,-121.343608
"916",11.14475614,8.32,50,2,1,1,0.02387944,37.965424,-121.313112
"917",11.9511804,17.41,40,3,0,0,0.024245685,38.011088,-121.329976
"918",11.84222921,18.9,9,4,0,0,0.064594222,38.012372,-121.287328
"919",11.9511804,14.79,52,3,0,0,0.027676518,37.969984,-121.310776
"920",12.25486281,20.54,17,4,0,1,0.00308935,37.97756,-121.346528
"921",11.9316358,25.72,19,4,0,0,0.006004096,38.032776,-121.357672
"922",11.87756858,21.16,11,4,1,1,0.015102888,38.033556,-121.34824
"923",12.09514108,23.23,68,4,0,1,0.020785503,37.964568,-121.316096
"924",11.83500896,15.83,9,3,0,1,0.012119894,38.031172,-121.350528
"925",11.90496755,13.46,77,2,0,1,0.037102723,37.973024,-121.301848
"926",11.56171563,15.05,25,3,0,0,0.049987453,38.0244,-121.307488
"927",12.40901349,26.06,31,4,0,0,0.011392509,38.013956,-121.3448
"928",11.87059991,17.58,23,3,0,1,0.006973713,38.01456,-121.349752
"929",11.38509209,11.65,44,4,1,1,0.015933594,37.9801,-121.327152
"930",11.21182037,11.8,59,2,1,1,0.044852308,37.980636,-121.29644
"931",11.54829261,16.82,30,4,0,1,0.04780085,38.028736,-121.311464
"932",11.41696507,10.64,0,3,1,1,0.077134331,37.974724,-121.259696
"933",11.33857208,9.6,20,3,0,1,0.074779262,38.033712,-121.284504
"934",11.66992921,17.58,21,3,0,0,0.052265927,37.997396,-121.294848
"935",11.4019939,11.58,22,3,0,0,0.065644501,38.02288,-121.290176
"936",11.84868316,22,22,4,0,1,0.03835961,38.030184,-121.322104
"937",11.73606902,12.57,23,3,0,1,0.004726931,37.990484,-121.343056
"938",11.97035031,22.26,20,4,0,1,0.021042599,38.037424,-121.343352
"939",11.36210258,12.23,31,3,0,1,0.049286381,38.031012,-121.310736
"940",12.46071486,27.07,53,3,0,1,0.034718858,37.978792,-121.306576
"941",11.94145585,22.26,20,4,0,1,0.02647105,38.040756,-121.338808
"942",11.31447453,13.91,44,3,0,0,0.028702381,37.983408,-121.314752
"943",12.25247902,18.95,7,3,0,1,0.009717959,37.988468,-121.357736
"944",12.51539389,26,30,5,0,1,0.005605573,37.99826,-121.35704
"945",11.88448902,18.32,20,4,0,1,0.035118209,38.033272,-121.326736
"946",11.39075783,12.86,43,3,1,1,0.001580955,37.964192,-121.339864
"947",11.69524702,14.7,3,3,1,1,0.065944566,38.00874,-121.284512
"948",11.11332811,11.04,46,3,1,1,0.001481358,37.969216,-121.341656
"949",12.8346813,33.01,44,3,0,1,0.028657825,38.01652,-121.327312
"950",11.77143616,15.16,30,3,0,0,0.012363298,38.01666,-121.344784
"951",12.14950229,17.23,7,3,0,1,0.010009575,37.988384,-121.358016
"952",11.33738089,11.63,52,2,1,1,0.020393774,37.96708,-121.317464
"953",11.72803684,14.55,8,4,0,1,0.075409741,38.026244,-121.281008
"954",11.70354582,12.24,39,3,1,1,0.012911906,38.01908,-121.345112
"955",11.67419361,14.33,19,3,1,1,0.004598677,38.032632,-121.35912
"956",12.52452638,23.25,5,4,0,1,0.018785196,37.979436,-121.364016
"957",11.46163217,13.72,73,3,1,1,0.023032733,37.96468,-121.313736
"958",11.98292909,21.4,22,3,0,0,0.009169765,37.988212,-121.337448
"959",11.49781183,12.71,19,3,0,1,0.063326333,38.033936,-121.296832
"960",11.58058411,14.66,38,3,1,1,0.038461517,38.014192,-121.315952
"961",11.40756495,14.9,20,3,0,1,0.072534826,38.0237,-121.28312
"962",11.91839057,14.98,71,3,0,1,0.038581874,37.979876,-121.302856
"963",11.94470788,12.95,58,2,0,0,0.03867878,37.975916,-121.301256
"964",12.15477935,23,49,3,0,1,0.028704864,37.974608,-121.311424
"965",11.42954386,10.04,52,3,1,1,0.020847199,37.972364,-121.318976
"966",11.12726298,11.96,28,4,1,1,0.035887564,38.026832,-121.32348
"967",11.62892914,13.3,8,3,0,1,0.061927811,38.003368,-121.286776
"968",11.56171563,15.25,50,3,1,1,0.042851586,37.985392,-121.300376
"969",12.27139211,23.25,6,4,0,1,0.007610847,37.991084,-121.356472
"970",11.84222921,15,0,3,0,0,0.000571679,38.040124,-121.366256
"971",11.88448902,13.49,51,3,0,1,0.029494393,37.970448,-121.309008
"972",11.72399644,15.57,27,4,1,1,0.013518623,38.0205,-121.345
"973",11.08214255,8.35,77,2,1,1,0.046305663,37.976872,-121.293464
"974",11.49781183,14.07,44,3,0,1,0.038826657,38.022296,-121.318624
"975",11.61728548,14.52,75,3,0,1,0.040046885,37.9728,-121.298616
"976",11.96876678,16.52,40,3,1,1,0.009327229,38.004472,-121.343424
"977",12.04941884,19.47,43,3,0,1,0.014955045,38.014444,-121.341176
"978",11.8493977,20.1,13,4,0,1,0.007927155,38.034956,-121.35644
"979",11.6784399,15,10,3,0,1,0.054366832,38.028956,-121.304528
"980",11.7905572,16.77,19,3,0,1,0.006550325,37.980844,-121.337464
"981",11.4019939,12.76,56,3,1,1,0.038792171,37.979116,-121.302344
"982",12.47609978,30.5,20,5,0,1,0.010836038,38.011472,-121.367624
"983",11.35040654,13,31,3,0,1,0.04368643,38.027216,-121.315288
"984",11.57119437,15.01,21,3,1,1,0.038884594,38.031648,-121.322096
"985",11.35034771,9.27,50,2,0,1,0.01350469,37.959256,-121.321872
"986",12.07710226,19.71,5,4,0,1,0.033046239,38.046824,-121.334072
"987",11.40756495,11.34,16,3,1,1,0.058083729,38.033268,-121.302184
"988",11.00209984,8.86,53,2,1,0,0.067633394,37.977972,-121.27108
"989",11.91839057,13.82,38,3,0,1,0.031475941,38.015516,-121.32392
"990",11.87059991,22.26,20,4,1,0,0.013627806,38.035332,-121.350488
"991",11.68687877,14.57,22,3,0,1,0.007916878,38.016212,-121.349368
"992",11.41751528,13.01,20,4,1,1,0.074200479,38.0253,-121.281944
"993",11.28978191,11.25,60,2,0,1,0.046083709,37.980944,-121.29524
"994",11.22524339,9.6,20,3,0,0,0.075139679,38.032424,-121.283632
"995",11.79810441,17.7,22,3,1,0,0.004948609,38.016516,-121.352656
"996",11.70313252,15.45,24,3,0,1,0.009938533,38.027732,-121.35156
"997",11.70766954,10.54,78,2,0,1,0.034648644,37.969744,-121.303232
"998",11.65225253,12,40,3,0,1,0.044840237,38.001328,-121.304272
"999",11.42954386,11.13,39,3,0,1,0.053071251,38.007952,-121.297976
"1000",11.73566894,16.88,18,3,0,1,0.01242358,38.035736,-121.351928
"1001",11.77143616,18.11,46,4,0,1,0.018468956,38.002092,-121.332752
"1002",11.82041016,15.33,5,4,0,0,0.052543921,38.031484,-121.307432
"1003",11.66992921,18.78,53,3,0,1,0.019536479,37.966052,-121.317992
"1004",11.46163217,11.34,16,3,0,1,0.05708842,38.033268,-121.303248
"1005",11.91839057,22.26,21,4,0,0,0.033634644,38.0411,-121.33128
"1006",11.81265962,15.91,34,3,0,1,0.001565953,38.002744,-121.354416
"1007",11.3736634,13,47,3,0,1,0.008201769,37.96532,-121.347368
"1008",12.29728353,25.1,21,5,0,1,0.009936602,37.988476,-121.336728
"1009",11.97665948,25.47,3,5,0,1,0.052433117,38.031848,-121.307688
"1010",11.87059991,18.06,9,3,0,1,0.008663506,38.032064,-121.35456
"1011",11.44035477,11.36,18,4,1,1,0.074143197,38.032336,-121.284664
"1012",11.55214618,12.22,13,3,0,0,0.002784802,38.031396,-121.360592
"1013",11.08198869,8.7,50,2,1,1,0.004713033,37.973868,-121.336792
"1014",11.54248427,14.33,20,3,0,1,0.026854124,38.041628,-121.338728
"1015",11.56171563,10.2,52,2,0,1,0.023828538,37.968752,-121.314424
